Text,Sentiment
"RT @PaulJDavies: I mean, just jaw-dropping &gt;&gt; As job losses ricochet across the U.S., Europe is conducting an unprecedented experiment in nâ€¦",negative sentiment
RT @JChengWSJ: @Kubota_Yoko Some U.S. companies are still plowing fresh investment dollars into China. Walmart said Wednesday it would inveâ€¦,positive sentiment
"RT @WSJheard: After two accounting scandals in less than a week, the Chinese growth story is becoming a tougher sell on Wall Street, says @â€¦",negative sentiment
RT @jasonzweigwsj: Latest round of emergency facilities expands the Federal Reserveâ€™s footprint into credit markets it has previously avoidâ€¦,negative sentiment
"Switzerlandâ€™s two largest banks, UBS and Credit Suisse, will pay 2019 dividends in two installments as banks acrossâ€¦ https://t.co/sVFFlrvKi5",negative sentiment
Heard on the Street: Consumers are craving some delivery options more than others amid the pandemic. https://t.co/7ysA9tMcq0,negative sentiment
"Overheard: Disasters come and go. Human nature, unfortunately, stays the same. https://t.co/8gLiFoVa48",negative sentiment
Heard on the Street: Germanyâ€™s biggest lender is a long way from profitability https://t.co/urm519LkSw,negative sentiment
"When you pay with plastic, merchants have to pay up to banks. Soon, some small businesses could have to pay more. https://t.co/KcmN6jBj8j",negative sentiment
Heard on the Street: Two accounting scandals are set to turn the spotlight back on corporate-governance problems ofâ€¦ https://t.co/q88bstB18d,positive sentiment
"Global stocks waver, while oil markets are buoyed by optimism that major crude producers including Russia may agreeâ€¦ https://t.co/PBDpkHgMcQ",positive sentiment
RT @PaulJDavies: Interesting timing&gt;&gt; Saudi Arabiaâ€™s sovereign-wealth fund has amassed stakes worth roughly $1 billion in four major Europeâ€¦,positive sentiment
2020 was supposed to be the year everything came together for Airbnb.The coronavirus has made that next to impossibâ€¦ https://t.co/8bRrQvoRaz,negative sentiment
Dow gains more than 770 points on hopes the economy will recover from coronavirus https://t.co/LoiMexyjZI,positive sentiment
President Trump gives a green light for Americans to make money in outer space. https://t.co/KWX3qAFbsA,positive sentiment
Trying to extend hundreds-of-billions of dollars of small-business credit through U.S. banks is like putting a rounâ€¦ https://t.co/6CMGxbfnL5,negative sentiment
"Wells Fargo has faced restrictions on its balance sheet growth for more than two years, the result of widespread coâ€¦ https://t.co/QBnn2nDL2u",negative sentiment
"Oil futures have rallied over the past week, lifted by hopes that the U.S. will join other producers in cutting proâ€¦ https://t.co/ZDIIL2DEbT",positive sentiment
Some retail chains fight for survival amid coronavirus https://t.co/x24GWiBmVb,positive sentiment
"U.S. statistical agencies are struggling to measure the economy during the coronavirus pandemic, with lockdowns andâ€¦ https://t.co/iGobI7faYh",negative sentiment
Investors in LSE-listed funds enjoyed solid returns for years but as the airline industry is pummeled by coronaviruâ€¦ https://t.co/CjFvFYzxYw,positive sentiment
The coronavirus selloff has left fund managers nursing losses and local economies without a key source of financing https://t.co/xngaeSXiHH,negative sentiment
Mainland Chinese investors have been buying Hong Kong-listed technology and bank stocks. The latter bet looks hardeâ€¦ https://t.co/Wo6JblQNvH,negative sentiment
Italian government bond yields rose as Europeâ€™s finance ministers failed to agree on a collective response to the eâ€¦ https://t.co/Fi7sNJh76H,negative sentiment
Mark Spitznagelâ€™s Universa Investments made a crazy return offering a hedging strategy that serves as an insuranceâ€¦ https://t.co/nRi494kcxJ,positive sentiment
"Heard on the Street: For the next several months, consumer-price index data wonâ€™t reflect the drastic change in conâ€¦ https://t.co/LFTtCQDgnb",negative sentiment
New industry data provide the first hard look at how many Americans are struggling to make rent during the coronaviâ€¦ https://t.co/jnD95fmOz6,negative sentiment
Social media upstart Pinterest is showing that its ad business isnâ€™t as disposable as some feared https://t.co/Ypeqi7tboL,negative sentiment
"RT @Spencerjakab: Please ignore the â€œI saw the coronavirus coming, hereâ€™s whatâ€™s nextâ€ stuff and read my latest for â¦@WSJheardâ© instead httâ€¦",positive sentiment
The Federal Reserve is limited in its efforts to revive the $4 trillion market for municipal securities. https://t.co/ymRweWcRXc,negative sentiment
U.S. stock futures waver between gains and losses after a roller-coaster session on Wall Streetâ€¦ https://t.co/IkypxyNG6B,negative sentiment
"RT @Birdyword: We're about to start getting inflation readings for March. The data will be volatile, and because it's based on a normal-eraâ€¦",positive sentiment
Medical-product companies with female directors recall products with high severity issues 35% faster than those witâ€¦ https://t.co/598vPxQkdo,positive sentiment
"The coronavirus pandemic may, like the Great Depression, foster structural government policy change that outlasts tâ€¦ https://t.co/nKY300dksw",negative sentiment
"Many small businesses in the U.S. were vulnerable even before the coronavirus crisis hit, a New York Fed report shoâ€¦ https://t.co/5Tx0aSTkWq",negative sentiment
"U.S. economy is in a contraction, says Larry Kudlow, adding that it could reopen in four to eight weeks https://t.co/tgwRWgau7k",positive sentiment
"Riskier investments, including junk bonds and nongovernment-backed mortgages, are being left behind as markets atteâ€¦ https://t.co/8uiVDNWl5b",negative sentiment
"Office owners with long-term, stable leases hoped their buildings would become a haven for skittish investors whenâ€¦ https://t.co/t7FIR9436X",positive sentiment
While market strain triggered by the coronavirus pandemic has eased since the Federal Reserveâ€™s historic interventiâ€¦ https://t.co/AyvldKn33r,negative sentiment
U.S. stocks are staging a remarkable two-day rally. But many analysts are calling the recent run a rally within a bâ€¦ https://t.co/dR44js6oyO,positive sentiment
Investors hope Thursdayâ€™s OPEC+ meeting will signal an end to the Saudi-Russian oil-price war https://t.co/2dXum2tlfY,positive sentiment
SECâ€™s Clayton Says Companies Should Disclose Need for Bailout Funds https://t.co/R9S3scRwv4,negative sentiment
"Qatar began marketing U.S. dollar-denominated bonds, the first Persian Gulf state to tap the debt markets since theâ€¦ https://t.co/UknSZl5wZv",positive sentiment
"Indonesia sold $4.3 billion of bonds, including one it wonâ€™t pay off for 50 years https://t.co/YsELWjzMli",positive sentiment
"Business usually picks up in the spring, when warmer weather kicks off seasonal work. But the novel coronavirus criâ€¦ https://t.co/eJ7clEuR1l",negative sentiment
"RT @BenEisen: A gap is forming between market haves and have nots. Riskier investments, including junk bonds and nongovernment-backed mortgâ€¦",negative sentiment
"For years hospitals and large physician practices had a steady, predictable stream of sales and profits. The coronaâ€¦ https://t.co/PXcUx8bi7Y",positive sentiment
"RT @djtgallagher: Samsung - like Micron and Nvidia - is getting a nice WFH boost from data center demand. Pain may be coming later, @jackycâ€¦",positive sentiment
Switzerland has lost its long-held position as the economy with the worldâ€™s lowest borrowing costs https://t.co/HScx73HvxY,negative sentiment
While market strain triggered by the coronavirus pandemic has eased since the Federal Reserveâ€™s historic interventiâ€¦ https://t.co/H5iCiGtUtn,negative sentiment
Heard on the Street: Social distancing has been good for Samsung so far. But its prospects depend on the global ecoâ€¦ https://t.co/yfEXvfksXR,positive sentiment
Heard on the Street: Fiat Chrysler-Peugeot is one of many big mergers now offering investors the prospect of huge bâ€¦ https://t.co/X0cPiXHduu,positive sentiment
"RT @WSJheard: Social distancing has been good for Samsung so far, but that could change as the economy turns down, says @jackycwong
 https:/â€¦",positive sentiment
RT @Spencerjakab: Some hot auto deals - not for drivers but brave investors - by Heard on the Street Europe editor â¦@StephenWilmotâ© https:â€¦,positive sentiment
"RT @jdlahart: Spring usually brings a huge pickup in economic activity, but the novel coronavirus crisis is cutting that short. My latest hâ€¦",negative sentiment
"Citiâ€™s head of mergers and acquisitions for Europe, Middle East and Africa is self-isolating in the English countryâ€¦ https://t.co/v8CjkZE5q7",positive sentiment
"Riskier investments, including junk bonds and nongovernment-backed mortgages, are being left behind as markets atteâ€¦ https://t.co/h67Ztr552b",negative sentiment
Global markets extended gains amid early signs that lockdowns could be helping stem the coronavirus pandemic https://t.co/c7hNLeLevn,positive sentiment
RT @JamesGlynnWSJ: Glynnâ€™s Take: RBA Not Sugarcoating Second-Quarter Slump #rba #ausbiz #ausecon https://t.co/tIrw2j0hoF,negative sentiment
"RT @WSJheard: Merger arbitrage has gone from being a game of small, fairly certain gains to one of potentially huge, highly speculative oneâ€¦",positive sentiment
RT @R_Wall: Popular commercial-jet models have shed between 5% and 15% of their market value compared with the start of the year...they couâ€¦,positive sentiment
"RT @JChengWSJ: In hindsight, Wall Street probably shouldn't have let Luckin Coffee's chairman have more or less unfettered access to half aâ€¦",negative sentiment
RT @estherfung: Some Landlords Say Only 25% of Retail Tenants Paid April Rent https://t.co/1JuE0xG1AH via @WSJ,positive sentiment
"While the new $350 billion Paycheck Protection Program is aimed at businesses with 500 or fewer employees, big restâ€¦ https://t.co/F3O0m3u3J8",negative sentiment
"With consumers worried about keeping their homes, a car dealer is spurring sales by making their mortgage payments. https://t.co/8OwvlffCHM",negative sentiment
"Egg prices soar, forcing supermarkets and farmers to scramble https://t.co/jvxxygK2ER",negative sentiment
"RT @srussolillo: A beautiful story from @tepingchen: 
 

 Coronavirus forces Rosa Mendoza to shift from waitressing to feeding the needy. Andâ€¦",positive sentiment
